Issuer Name,BSE Code,NSE Code,Sector Name,Industry Name,BSE/NSE Flag
Western Carriers (India) Limited,544258,WCIL,Services,Services,Y
POPULAR FOUNDATIONS LIMITED,544259,,Industrials,Construction,N
Northern Arc Capital Ltd.,544260,,Financial Services,Financial Services,N
ARKADE DEVELOPERS LIMITED,544261,ARKADE,Consumer Discretionary,Realty,Y
Manba Finance Limited,544262,MANBA,Financial Services,Financial Services,Y
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,544263,KRN,Industrials,Capital Goods,Y
Diffusion Engineers Limited,544264,DIFFNKG,Industrials,Capital Goods,Y
Nexxus Petro Industries Limited,544265,,Commodities,Chemicals,N
SUBAM PAPERS LIMITED,544267,,Industrials,Capital Goods,N
NEOPOLITAN PIZZA AND FOODS LIMITED,544269,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Khyati Global Ventures Limited,544270,,Services,Services,N
Garuda Construction and Engineering Limited,544271,GARUDA,Industrials,Construction,Y
SHIV TEXCHEM LIMITED,544272,,Commodities,Chemicals,N
MANGALAM GLOBAL ENTERPRISE LIMITED,544273,MGEL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Y
HYUNDAI MOTOR INDIA LIMITED,544274,HYUNDAI,Consumer Discretionary,Automobile and Auto Components,Y
Deepak Builders and Engineers India Limited,544276,,Industrials,Construction,N
Waaree Energies Limited,544277,WAAREEENER,Industrials,Capital Goods,Y
OCCL Limited,544278,OCCLLTD,Commodities,Chemicals,Y
Godavari Biorefineries Limited,544279,GODAVARIB,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Y
Afcons Infrastructure Limited,544280,AFCONS,Industrials,Construction,Y
A B INFRABUILD LIMITED,544281,ABINFRA,Industrials,Construction,Y
Sagility India Limited,544282,SAGILITY,Information Technology,Information Technology,Y
ACME Solar Holdings Limited,544283,ACMESOLAR,Utilities,Power,Y
SWIGGY LIMITED,544285,SWIGGY,Consumer Discretionary,Consumer Services,Y
NIVA BUPA HEALTH INSURANCE COMPANY LIMITED,544286,NIVABUPA,Financial Services,Financial Services,Y
Mangal Compusolution Limited,544287,,Services,Services,N
ZINKA LOGISTICS SOLUTIONS LIMITED,544288,BLACKBUCK,Services,Services,Y
NTPC GREEN ENERGY LIMITED,544289,NTPCGREEN,Utilities,Power,Y
ENVIRO INFRA ENGINEERS LIMITED,544290,EIEL,Utilities,Utilities,Y
RAJESH POWER SERVICES LIMITED ,544291,,Utilities,Utilities,N
Onesource Specialty Pharma Limited,544292,ONESOURCE,Healthcare,Healthcare,Y
SURAKSHA DIAGNOSTIC LIMITED,544293,SURAKSHA,Healthcare,Healthcare,Y
Rossell Techsys Limited,544294,ROSSTECH,Industrials,Capital Goods,Y
NISUS FINANCE SERVICES CO LIMITED,544296,,Financial Services,Financial Services,N
Odigma Consultancy Solutions Limited,544301,ODIGMA,Information Technology,Information Technology,Y
Innovana Thinklabs Limited,544302,INNOVANA,Information Technology,Information Technology,Y
TOSS THE COIN LIMITED,544303,,Consumer Discretionary,"Media, Entertainment & Publication",N
JUNGLE CAMPS INDIA LIMITED,544304,,Consumer Discretionary,Consumer Services,N
One Mobikwik Systems Limited,544305,MOBIKWIK,Financial Services,Financial Services,Y
Sai Life Sciences Limited,544306,SAILIFE,Healthcare,Healthcare,Y
Vishal Mega Mart Limited,544307,VMM,Consumer Discretionary,Consumer Services,Y
Hilltone Software and Gases Ltd,544308,,Commodities,Chemicals,N
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,544309,IKS,Information Technology,Information Technology,Y
Yash Highvoltage Limited,544310,,Industrials,Capital Goods,N
International Gemmological Institute India Limited,544311,,Services,Services,N
HAMPS BIO LIMITED,544312,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
NACDAC Infrastructure Limited,544313,,Industrials,Construction,N
Sanathan Textiles Limited,544314,SANATHAN,Consumer Discretionary,Textiles,Y
Concord Enviro Systems Limited,544315,CEWATER,Utilities,Utilities,Y
DAM Capital Advisors Limited,544316,DAMCAPITAL,Financial Services,Financial Services,Y
Transrail Lighting Limited,544317,TRANSRAILL,Industrials,Capital Goods,Y
MAMATA MACHINERY LIMITED,544318,MAMATA,Industrials,Capital Goods,Y
SENORES PHARMACEUTICALS LIMITED,544319,SENORES,Healthcare,Healthcare,Y
CARRARO INDIA LIMITED,544320,CARRARO,Consumer Discretionary,Automobile and Auto Components,Y
Ventive Hospitality Limited,544321,VENTIVE,Consumer Discretionary,Consumer Services,Y
Unimech Aerospace and Manufacturing Limited,544322,UNIMECH,Industrials,Capital Goods,Y
Citichem India Limited,544324,,Commodities,Chemicals,N
ITC Hotels Limited,544325,ITCHOTELS,Consumer Discretionary,Consumer Services,Y
Edelweiss Mutual Fund,544326,,-,-,N
TECHNICHEM ORGANICS LIMITED,544327,,Commodities,Chemicals,N
INDO FARM EQUIPMENT LIMITED,544328,INDOFARM,Industrials,Capital Goods,Y
LEO DRYFRUITS & SPICES TRADING LIMITED,544329,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
PARMESHWAR METAL LIMITED,544330,,Industrials,Capital Goods,N
Davin Sons Retail Limited,544331,,Consumer Discretionary,Textiles,N
FABTECH TECHNOLOGIES CLEANROOMS LIMITED,544332,,Industrials,Capital Goods,N
STANDARD GLASS LINING TECHNOLOGY LIMITED,544333,SGLTL,Industrials,Capital Goods,Y
Indobell Insulations Limited,544334,,Industrials,Capital Goods,N
B.R.GOYAL INFRASTRUCTURE LIMITED,544335,,Industrials,Construction,N
Quadrant Future Tek Limited,544336,QUADFUTURE,Industrials,Capital Goods,Y
Avax Apparels and Ornaments Limited,544337,,Consumer Discretionary,Textiles,N
Laxmi Dental Limited,544339,LAXMIDENTL,Healthcare,Healthcare,Y
Rikhav Securities Limited,544340,,Financial Services,Financial Services,N
LANDMARK IMMIGRATION CONSULTANTS LIMITED,544341,,Consumer Discretionary,Consumer Services,N
Stallion India Fluorochemicals Limited,544342,STALLION,Commodities,Chemicals,Y
CAPITALNUMBERS INFOTECH  LIMITED,544343,,Information Technology,Information Technology,N
SHRIRAM PISTONS & RINGS LTD,544344,,Consumer Discretionary,Automobile and Auto Components,N
Denta Water and Infra Solutions Limited,544345,DENTA,Utilities,Utilities,Y
RDB Real Estate Constructions Limited,544346,,Consumer Discretionary,Realty,N
CLN ENERGY LIMITED,544347,,Consumer Discretionary,Automobile and Auto Components,N
GB Logistics Commerce Limited,544348,,Services,Services,N
H.M. ELECTRO MECH LIMITED,544349,,Industrials,Construction,N
Dr. Agarwal's Health Care Limited,544350,AGARWALEYE,Healthcare,Healthcare,Y
MALPANI PIPES AND FITTINGS LIMITED,544351,,Industrials,Capital Goods,N
Amwill Health Care Limited,544353,,Healthcare,Healthcare,N
SOLARIUM GREEN ENERGY LIMITED,544354,,Industrials,Construction,N
Jubilant Agri and Consumer Products Limited,544355,JUBLCPL,Commodities,Chemicals,Y
AJAX Engineering Limited,544356,AJAXENGG,Industrials,Capital Goods,Y
COVANCE SOFTSOL LIMITED,544361,,Information Technology,Information Technology,N
Hexaware Technologies Limited,544362,HEXT,Information Technology,Information Technology,Y
Indef Manufacturing Limited,544364,BAJAJINDEF,Industrials,Capital Goods,Y
SHANMUGA HOSPITAL LIMITED,544365,,Healthcare,Healthcare,N
L.K.MEHTA POLYMERS LIMITED,544366,,Industrials,Capital Goods,N
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,544367,QPOWER,Industrials,Capital Goods,Y
Swasth Foodtech India Limited,544368,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Beezaasan Explotech Limited,544369,,Commodities,Chemicals,N
NUKLEUS OFFICE SOLUTIONS LIMITED,544370,,Services,Services,N
VIKRAM AROMA LIMITED,544371,,Commodities,Chemicals,N
SHREENATH PAPER PRODUCTS LIMITED,544372,,Services,Services,N
NAPS Global India Limited,544373,,Consumer Discretionary,Textiles,N
PDP Shipping & Projects Limited,544378,,Services,Services,N
Prabha Energy Limited,544379,PRABHA,Energy,"Oil, Gas & Consumable Fuels",Y
Super Iron Foundry Limited,544381,,Industrials,Capital Goods,N
PARADEEP PARIVAHAN LIMITED,544383,,Services,Services,N
Spectrum Electrical Industries Limited,544386,SPECTRUM,Industrials,Capital Goods,Y
Desco Infratech Limited,544387,,Industrials,Construction,N
Karur Vysya Bank Ltd.,590003,,Financial Services,Financial Services,N
VEEDOL CORPORATION LIMITED,590005,VEEDOL,Energy,"Oil, Gas & Consumable Fuels",Y
Amrutanjan Health Care Limited,590006,AMRUTANJAN,Healthcare,Healthcare,Y
Xpro India Ltd.,590013,,Industrials,Capital Goods,N
Hisar Metal Industries Ltd.,590018,,Industrials,Capital Goods,N
Bharat Rasayan Limited,590021,BHARATRAS,Commodities,Chemicals,Y
Fertilizers and Chemicals Travancore Limited,590024,FACT,Commodities,Chemicals,Y
Ginni Filaments Ltd.,590025,,Consumer Discretionary,Textiles,N
Southern Petrochemical Industries Corporation Limited,590030,,Commodities,Chemicals,N
De Nora India Limited,590031,DENORA,Industrials,Capital Goods,Y
KAVERI TELECOM PRODUCTS LTD.,590041,,Telecommunication,Telecommunication,N
Saksoft Limited,590051,SAKSOFT,Information Technology,Information Technology,Y
Salona Cotspin Ltd.,590056,,Consumer Discretionary,Textiles,N
EQUIPPP SOCIAL IMPACT TECHNOLOGIES LIMITED,590057,EQUIPPP,Information Technology,Information Technology,Y
The Andhra Sugars Ltd.,590062,,Commodities,Chemicals,N
INDIA MOTOR PARTS & ACCESSORIES LTD,590065,,Consumer Discretionary,Automobile and Auto Components,N
K.C.P. LTD,590066,,Commodities,Construction Materials,N
Khaitan (India) Ltd.,590068,,Consumer Discretionary,Consumer Durables,N
RADAAN MEDIAWORKS (I) LIMITED,590070,,Consumer Discretionary,"Media, Entertainment & Publication",N
SUNDARAM FINANCE LTD,590071,,Financial Services,Financial Services,N
SUNDARAM BRAKE LININGS LTD,590072,,Consumer Discretionary,Automobile and Auto Components,N
WHEELS INDIA LTD,590073,,Consumer Discretionary,Automobile and Auto Components,N
Lambodhara Textiles Ltd.,590075,,Consumer Discretionary,Textiles,N
Maithan Alloys Limited,590078,MAITHANALL,Commodities,Metals & Mining,Y
Orissa Minerals Development Company Limited,590086,,Commodities,Metals & Mining,N
Reliance Mutual Fund-Permitted,590103,,Financial Services,Financial Services,N
Kotak Mahindra Mutual Fund - Permitted,590107,,Financial Services,Financial Services,N
Quantum Asset Management Co. Pvt. Ltd.,590110,,Financial Services,Financial Services,N
Motilal Oswal Mutual Fund-Permitted,590115,,Financial Services,Financial Services,N
Madras Fertilizers Ltd,590134,,Commodities,Chemicals,N
SBI Mutual Fund-Permitted,590137,,-,-,N
Bisil Plast Limited,750962,,-,-,N
Has Lifestyle Limited,780014,,-,-,N
Web Element Solutions Limited,780016,,-,-,N
Adhiraj Distributors Limited,780018,,-,-,N
21st Century Management Services Limited,,21STCENMGM,,,N
3M India Limited,,3MINDIA,,,N
3P Land Holdings Limited,,3PLAND,,,N
Aakash Exploration Services Limited,,AAKASH,,,N
Aarey Drugs & Pharmaceuticals Limited,,AAREYDRUGS,,,N
Aaron Industries Limited,,AARON,,,N
Aarti Industries Limited,,AARTIIND,,,N
Aarvee Denims & Exports Limited,,AARVEEDEN,,,N
Aarvi Encon Limited,,AARVI,,,N
Aban Offshore Limited,,ABAN,,,N
Abbott India Limited,,ABBOTINDIA,,,N
Aditya Birla Capital Limited,,ABCAPITAL,,,N
A B Infrabuild Limited-RE,,ABIN-RE1,,,N
ABM International Limited,,ABMINTLLTD,,,N
ACC Limited,,ACC,,,N
Accuracy Shipping Limited,,ACCURACY,,,N
Action Construction Equipment Limited,,ACE,,,N
Ace Integrated Solutions Limited,,ACEINTEG,,,N
Andhra Cements Limited,,ACL,,,N
Adani Enterprises Limited,,ADANIENT,,,N
Adani Ports and Special Economic Zone Limited,,ADANIPORTS,,,N
ADF Foods Limited,,ADFFOODS,,,N
Ador Welding Limited,,ADOR,,,N
Advani Hotels & Resorts (India) Limited,,ADVANIHOTR,,,N
Aegis Logistics Limited,,AEGISLOG,,,N
Agri-Tech (India) Limited,,AGRITECH,,,N
Agro Phos India Limited,,AGROPHOS,,,N
Ahlada Engineers Limited,,AHLADA,,,N
Ahluwalia Contracts (India) Limited,,AHLUCONT,,,N
AIA Engineering Limited,,AIAENG,,,N
Airo Lam limited,,AIROLAM,,,N
Ajanta Pharma Limited,,AJANTPHARM,,,N
Ajooni Biotech Limited,,AJOONI,,,N
Akash Infra-Projects Limited,,AKASH,,,N
Akg Exim Limited,,AKG,,,N
AksharChem India Limited,,AKSHARCHEM,,,N
Aksh Optifibre Limited,,AKSHOPTFBR,,,N
Albert David Limited,,ALBERTDAVD,,,N
Alembic Limited,,ALEMBICLTD,,,N
Alkyl Amines Chemicals Limited,,ALKYLAMINE,,,N
Allcargo Logistics Limited,,ALLCARGO,,,N
Alok Industries Limited,,ALOKINDS,,,N
Alphageo (India) Limited,,ALPHAGEO,,,N
Alps Industries Limited,,ALPSINDUS,,,N
Ambica Agarbathies & Aroma industries Limited,,AMBICAAGAR,,,N
Ambika Cotton Mills Limited,,AMBIKCO,,,N
Ambuja Cements Limited,,AMBUJACEM,,,N
AMD Industries Limited,,AMDIND,,,N
Amines & Plasticizers Limited,,AMNPLST,,,N
The Andhra Sugars Limited,,ANDHRSUGAR,,,N
Ansal Properties & Infrastructure Limited,,ANSALAPI,,,N
Antarctica Limited,,ANTGRAPHIC,,,N
Anuh Pharma Limited,,ANUHPHR,,,N
The Anup Engineering Limited,,ANUP,,,N
Apar Industries Limited,,APARINDS,,,N
Anjani Portland Cement Limited,,APCL,,,N
Apollo Hospitals Enterprise Limited,,APOLLOHOSP,,,N
Apollo Tyres Limited,,APOLLOTYRE,,,N
Apollo Sindoori Hotels Limited,,APOLSINHOT,,,N
Aptech Limited,,APTECHT,,,N
Archies Limited,,ARCHIES,,,N
Rajdarshan Industries Limited,,ARENTERP,,,N
Arihant Capital Markets Limited,,ARIHANTCAP,,,N
Aro Granite Industries Limited,,AROGRANITE,,,N
Art Nirman Limited,,ARTNIRMAN,,,N
Arvee Laboratories (India) Limited,,ARVEE,,,N
Arvind Limited,,ARVIND,,,N
Asahi India Glass Limited,,ASAHIINDIA,,,N
Asahi Songwon Colors Limited,,ASAHISONG,,,N
Automotive Stampings and Assemblies Limited,,ASAL,,,N
Associated Alcohols & Breweries Ltd.,,ASALCBR,,,N
Ashapura Minechem Limited,,ASHAPURMIN,,,N
Ashima Limited,,ASHIMASYN,,,N
Ashok Leyland Limited,,ASHOKLEY,,,N
Asian Energy Services Limited,,ASIANENE,,,N
Asian Paints Limited,,ASIANPAINT,,,N
Bartronics India Limited,,ASMS,,,N
Aspinwall and Company Limited,,ASPINWALL,,,N
Astra Microwave Products Limited,,ASTRAMICRO,,,N
AstraZeneca Pharma India Limited,,ASTRAZEN,,,N
Atlas Cycles (Haryana) Limited,,ATLASCYCLE,,,N
Atul Limited,,ATUL,,,N
Aurionpro Solutions Limited,,AURIONPRO,,,N
Aurobindo Pharma Limited,,AUROPHARMA,,,N
Aurum PropTech Limited,,AURUM,,,N
Automotive Axles Limited,,AUTOAXLES,,,N
Autoline Industries Limited,,AUTOIND,,,N
Avanti Feeds Limited,,AVANTIFEED,,,N
AVT Natural Products Limited,,AVTNPL,,,N
Axis Bank Limited,,AXISBANK,,,N
B.A.G Films and Media Limited,,BAGFILMS,,,N
Bajaj Electricals Limited,,BAJAJELEC,,,N
Balaji Telefilms Limited,,BALAJITELE,,,N
Balaji Amines Limited,,BALAMINES,,,N
BALAXI PHARMACEUTICALS LIMITED,,BALAXI,,,N
Balkrishna Paper Mills Limited,,BALKRISHNA,,,N
Balkrishna Industries Limited,,BALKRISIND,,,N
Balmer Lawrie & Company Limited,,BALMLAWRIE,,,N
Bal Pharma Limited,,BALPHARMA,,,N
Balrampur Chini Mills Limited,,BALRAMCHIN,,,N
Banaras Beads Limited,,BANARBEADS,,,N
Bannari Amman Sugars Limited,,BANARISUG,,,N
Banco Products (I) Limited,,BANCOINDIA,,,N
Bang Overseas Limited,,BANG,,,N
Banka BioLoo Limited,,BANKA,,,N
Banswara Syntex Limited,,BANSWRAS,,,N
Barbeque Nation Hospitality Limited,,BARBEQUE,,,N
BASF India Limited,,BASF,,,N
Bannari Amman Spinning Mills Limited,,BASML,,,N
Bayer Cropscience Limited,,BAYERCROP,,,N
Bharat Bijlee Limited,,BBL,,,N
Bombay Burmah Trading Corporation Limited,,BBTC,,,N
Beardsell Limited,,BEARDSELL,,,N
Bharat Electronics Limited,,BEL,,,N
BEML Limited,,BEML,,,N
Bhansali Engineering Polymers Limited,,BEPL,,,N
Berger Paints (I) Limited,,BERGEPAINT,,,N
BF Utilities Limited,,BFUTILITIE,,,N
Bhagiradha Chemicals & Industries Limited,,BHAGCHEM,,,N
Bhandari Hosiery Exports Limited,,BHANDARI,,,N
Bharat Forge Limited,,BHARATFORG,,,N
Bharat Gears Limited,,BHARATGEAR,,,N
Bharat Seats Limited,,BHARATSE,,,N
Bharti Airtel Limited,,BHARTIARTL,,,N
Bharat Heavy Electricals Limited,,BHEL,,,N
Bhartiya International Limited,,BIL,,,N
Biocon Limited,,BIOCON,,,N
Biofil Chemicals & Pharmaceuticals Limited,,BIOFILCHEM,,,N
Birla Corporation Limited,,BIRLACORPN,,,N
Aditya Birla Money Limited,,BIRLAMONEY,,,N
BirlaNu Limited,,BIRLANU,,,N
B. L. Kashyap and Sons Limited,,BLKASHYAP,,,N
BLS International Services Limited,,BLS,,,N
Blue Chip India Limited,,BLUECHIP,,,N
Blue Coast Hotels Limited,,BLUECOAST,,,N
Blue Dart Express Limited,,BLUEDART,,,N
Blue Star Limited,,BLUESTARCO,,,N
Bodal Chemicals Limited,,BODALCHEM,,,N
Bohra Industries Limited,,BOHRAIND,,,N
Bombay Dyeing & Mfg Company Limited,,BOMDYEING,,,N
Bosch Limited,,BOSCHLTD,,,N
Bharat Petroleum Corporation Limited,,BPCL,,,N
BPL Limited,,BPL,,,N
Britannia Industries Limited,,BRITANNIA,,,N
BSE Limited,,BSE,,,N
Bombay Super Hybrid Seeds Limited,,BSHSL,,,N
BSL Limited,,BSL,,,N
The Byke Hospitality Ltd,,BYKE,,,N
California Software Company Limited,,CALSOFT,,,N
Camlin Fine Sciences Limited,,CAMLINFINE,,,N
Can Fin Homes Limited,,CANFINHOME,,,N
Capital Small Finance Bank Limited,,CAPITALSFB,,,N
Caplin Point Laboratories Limited,,CAPLIPOINT,,,N
Capital Trust Limited,,CAPTRUST,,,N
Carborundum Universal Limited,,CARBORUNIV,,,N
Castrol India Limited,,CASTROLIND,,,N
Consolidated Construction Consortium Limited,,CCCL,,,N
Country Club Hospitality & Holidays Limited,,CCHHL,,,N
CCL Products (India) Limited,,CCL,,,N
Central Depository Services (India) Limited,,CDSL,,,N
CEAT Limited,,CEATLTD,,,N
Celebrity Fashions Limited,,CELEBRITY,,,N
Century Enka Limited,,CENTENKA,,,N
Century Extrusions Limited,,CENTEXT,,,N
Centum Electronics Limited,,CENTUM,,,N
Century Plyboards (India) Limited,,CENTURYPLY,,,N
Cera Sanitaryware Limited,,CERA,,,N
Cerebra Integrated Technologies Limited,,CEREBRAINT,,,N
Chambal Fertilizers & Chemicals Limited,,CHAMBLFERT,,,N
Chembond Chemicals Ltd,,CHEMBOND,,,N
Chemfab Alkalis Limited,,CHEMFAB,,,N
Chennai Petroleum Corporation Limited,,CHENNPETRO,,,N
Cheviot Company Limited,,CHEVIOT,,,N
Choice International Limited,,CHOICEIN,,,N
Cholamandalam Investment and Finance Company Limited,,CHOLAFIN,,,N
Cigniti Technologies Limited,,CIGNITITEC,,,N
Cipla Limited,,CIPLA,,,N
Chaman Lal Setia Exports Limited,,CLSEL,,,N
Colgate Palmolive (India) Limited,,COLPAL,,,N
Compuage Infocom Limited,,COMPINFO,,,N
Compucom Software Limited,,COMPUSOFT,,,N
Container Corporation of India Limited,,CONCOR,,,N
Consolidated Finvest & Holdings Limited,,CONSOFINVT,,,N
Control Print Limited,,CONTROLPR,,,N
Coral India Finance & Housing Limited,,CORALFINAC,,,N
Country Condo's Limited,,COUNCODOS,,,N
Creative Newtech Limited,,CREATIVE,,,N
Creative Eye Limited,,CREATIVEYE,,,N
CREDITACCESS GRAMEEN LIMITED,,CREDITACC,,,N
CRISIL Limited,,CRISIL,,,N
Crown Lifters Limited,,CROWN,,,N
Cambridge Technology Enterprises Limited,,CTE,,,N
City Union Bank Limited,,CUB,,,N
Cubex Tubings Limited,,CUBEXTUB,,,N
Cummins India Limited,,CUMMINSIND,,,N
Cyber Media (India) Limited,,CYBERMEDIA,,,N
Cybertech Systems And Software Limited,,CYBERTECH,,,N
Dabur India Limited,,DABUR,,,N
Dalmia Bharat Sugar and Industries Limited,,DALMIASUG,,,N
Dangee Dums Limited,,DANGEE,,,N
Deepak Builders & Engineers India Limited,,DBEIL,,,N
DB (International) Stock Brokers Limited,,DBSTOCKBRO,,,N
DCM  Limited,,DCM,,,N
DCM Financial Services Limited,,DCMFINSERV,,,N
DCM Shriram Industries Limited,,DCMSRIND,,,N
DCW Limited,,DCW,,,N
Deccan Cements Limited,,DECCANCE,,,N
Deepak Fertilizers and Petrochemicals Corporation Limited,,DEEPAKFERT,,,N
Delta Manufacturing Limited,,DELTAMAGNT,,,N
Dhampur Sugar Mills Limited,,DHAMPURSUG,,,N
Dhanuka Agritech Limited,,DHANUKA,,,N
Dhunseri Investments Limited,,DHUNINV,,,N
Diamines & Chemicals Limited,,DIAMINESQ,,,N
DIC India Limited,,DICIND,,,N
Debock Industries Limited,,DIL,,,N
Divi's Laboratories Limited,,DIVISLAB,,,N
D-Link (India) Limited,,DLINKINDIA,,,N
Dolphin Offshore Enterprises (India) Limited,,DOLPHIN,,,N
Donear Industries Limited,,DONEAR,,,N
D. P. Abhushan Limited,,DPABHUSHAN,,,N
DPSC Limited,,DPSCLTD,,,N
D P Wires Limited,,DPWIRES,,,N
Dredging Corporation of India Limited,,DREDGECORP,,,N
Dr. Reddy's Laboratories Limited,,DRREDDY,,,N
Dynacons Systems & Solutions Limited,,DSSL,,,N
Dhunseri Tea & Industries Limited,,DTIL,,,N
Dwarikesh Sugar Industries Limited,,DWARKESH,,,N
Dynamatic Technologies Limited,,DYNAMATECH,,,N
Dynemic Products Limited,,DYNPRO,,,N
E2E Networks Limited,,E2E,,,N
Edelweiss Financial Services Limited,,EDELWEISS,,,N
Eicher Motors Limited,,EICHERMOT,,,N
EID Parry India Limited,,EIDPARRY,,,N
Euro India Fresh Foods Limited,,EIFFL,,,N
EIH Associated Hotels Limited,,EIHAHOTELS,,,N
EIH Limited,,EIHOTEL,,,N
Eimco Elecon (India) Limited,,EIMCOELECO,,,N
Everest Kanto Cylinder Limited,,EKC,,,N
Eldeco Housing And Industries Limited,,ELDEHSG,,,N
Elecon Engineering Company Limited,,ELECON,,,N
Electrosteel Castings Limited,,ELECTCAST,,,N
Electrotherm (India) Limited,,ELECTHERM,,,N
Elgi Equipments Limited,,ELGIEQUIP,,,N
Elgi Rubber Company Limited,,ELGIRUBCO,,,N
Emami Limited,,EMAMILTD,,,N
Emami Paper Mills Limited,,EMAMIPAP,,,N
Emkay Global Financial Services Limited,,EMKAY,,,N
Energy Development Company Limited,,ENERGYDEV,,,N
Engineers India Limited,,ENGINERSIN,,,N
Entertainment Network (India) Limited,,ENIL,,,N
Esab India Limited,,ESABINDIA,,,N
ESAF Small Finance Bank Limited,,ESAFSFB,,,N
Essar Shipping Limited,,ESSARSHPNG,,,N
Ester Industries Limited,,ESTER,,,N
ETERNAL LIMITED,,ETERNAL,,,N
Eurotex Industries and Exports Limited,,EUROTEXIND,,,N
Eveready Industries India Limited,,EVEREADY,,,N
Everest Industries Limited,,EVERESTIND,,,N
Excel Industries Limited,,EXCELINDUS,,,N
Exide Industries Limited,,EXIDEIND,,,N
Faze Three Limited,,FAZE3Q,,,N
FCS Software Solutions Limited,,FCSSOFT,,,N
FDC Limited,,FDC,,,N
The Federal Bank  Limited,,FEDERALBNK,,,N
Fiberweb (India) Limited,,FIBERWEB,,,N
Filatex India Limited,,FILATEX,,,N
Filatex Fashions Limited,,FILATFASH,,,N
Finolex Cables Limited,,FINCABLES,,,N
Finolex Industries Limited,,FINPIPE,,,N
Five-Star Business Finance Limited,,FIVESTAR,,,N
Federal-Mogul Goetze (India) Limited.,,FMGOETZE,,,N
Focus Lighting and Fixtures Limited,,FOCUS,,,N
Foods & Inns Limited,,FOODSIN,,,N
FORCE MOTORS LTD,,FORCEMOT,,,N
Fortis Healthcare Limited,,FORTIS,,,N
Foseco India Limited,,FOSECOIND,,,N
Firstsource Solutions Limited,,FSL,,,N
Fusion Finance Limited-RE,,FUSI-RE,,,N
Gabriel India Limited,,GABRIEL,,,N
Gujarat Ambuja Exports Limited,,GAEL,,,N
GAIL (India) Limited,,GAIL,,,N
Gandhi Special Tubes Limited,,GANDHITUBE,,,N
Ganesh Benzoplast Limited,,GANESHBE,,,N
Ganesh Housing Corporation Limited,,GANESHHOUC,,,N
Ganga Forging Limited,,GANGAFORGE,,,N
Ganges Securities Limited,,GANGESSECU,,,N
Gayatri Highways Limited,,GAYAHWS,,,N
Geekay Wires Limited,,GEEKAYWIRE,,,N
Genesys International Corporation Limited,,GENESYS,,,N
Genus Power Infrastructures Limited,,GENUSPOWER,,,N
The Great Eastern Shipping Company Limited,,GESHIP,,,N
GHCL Limited,,GHCL,,,N
GIC Housing Finance Limited,,GICHSGFIN,,,N
Gillanders Arbuthnot & Company Limited,,GILLANDERS,,,N
Gillette India Limited,,GILLETTE,,,N
Ginni Filaments Limited,,GINNIFILA,,,N
Gujarat Industries Power Company Limited,,GIPCL,,,N
GKW Limited,,GKWLIMITED,,,N
Gland Pharma Limited,,GLAND,,,N
GlaxoSmithKline Pharmaceuticals Limited,,GLAXO,,,N
Glenmark Pharmaceuticals Limited,,GLENMARK,,,N
Global Education Limited,,GLOBAL,,,N
Global Vectra Helicorp Limited,,GLOBALVECT,,,N
Globe Textiles (India) Limited,,GLOBE,,,N
Gloster Limited,,GLOSTERLTD,,,N
GM Breweries Limited,,GMBREW,,,N
Gujarat Mineral Development Corporation Limited,,GMDCLTD,,,N
GMM Pfaudler Limited,,GMMPFAUDLR,,,N
GNA Axles Limited,,GNA,,,N
Gujarat Narmada Valley Fertilizers and Chemicals Limited,,GNFC,,,N
Goa Carbon Limited,,GOACARBON,,,N
Godfrey Phillips India Limited,,GODFRYPHLP,,,N
Godha Cabcon & Insulation Limited,,GODHA,,,N
Godrej Consumer Products Limited,,GODREJCP,,,N
Godrej Industries Limited,,GODREJIND,,,N
Goenka Diamond and Jewels Limited,,GOENKA,,,N
Gokaldas Exports Limited,,GOKEX,,,N
Gokul Agro Resources Limited,,GOKULAGRO,,,N
Golden Tobacco Limited,,GOLDENTOBC,,,N
Goldiam International Limited,,GOLDIAM,,,N
Godawari Power And Ispat limited,,GPIL,,,N
Granules India Limited,,GRANULES,,,N
Graphite India Limited,,GRAPHITE,,,N
Grasim Industries Limited,,GRASIM,,,N
Greaves Cotton Limited,,GREAVESCOT,,,N
Greenlam Industries Limited,,GREENLAM,,,N
Greenply Industries Limited,,GREENPLY,,,N
Grindwell Norton Limited,,GRINDWELL,,,N
GRM Overseas Limited,,GRMOVER,,,N
The Grob Tea Company Limited,,GROBTEA,,,N
Gujarat State Fertilizers & Chemicals Limited,,GSFC,,,N
Gujarat State Petronet Limited,,GSPL,,,N
GSS Infotech Limited,,GSS,,,N
G-TEC JAINX EDUCATION LIMITED,,GTECJAINX,,,N
GTL Limited,,GTL,,,N
Gufic Biosciences Limited,,GUFICBIO,,,N
Gujarat Alkalies and Chemicals Limited,,GUJALKALI,,,N
