Issuer Name,BSE Code,NSE Code,Sector Name,Industry Name,BSE/NSE Flag
Cil Securities Ltd.,530829,,Financial Services,Financial Services,N
Clio Infotech Ltd.,530839,,Information Technology,Information Technology,N
Cupid Limited,530843,CUPID,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Y
Sunshield Chemicals Ltd.,530845,,Commodities,Chemicals,N
Hipolin Ltd.,530853,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
GDL Leasing & Finance ltd.,530855,,Financial Services,Financial Services,N
Chembond Chemicals Ltd.,530871,,Commodities,Chemicals,N
CAPITAL INDIA FINANCE LIMITED,530879,,Financial Services,Financial Services,N
Arunjyoti Bio Ventures Limited ,530881,,Financial Services,Financial Services,N
Super Crop Safe Ltd.,530883,,Commodities,Chemicals,N
N.G.Industries Ltd.,530897,,Healthcare,Healthcare,N
Asia Pack Ltd.,530899,,Consumer Discretionary,Textiles,N
ERP Soft Systems Ltd.,530909,,Services,Services,N
R.R.Securities Ltd.,530917,,Services,Services,N
Remsons Industries Ltd.,530919,,Consumer Discretionary,Automobile and Auto Components,N
Integrated Thermoplastics Ltd.,530921,,Industrials,Capital Goods,N
Ramsons Projects Ltd.,530925,,Financial Services,Financial Services,N
Haryana Financial Corporation ltd.,530927,,Financial Services,Financial Services,N
Euro Asia Exports Ltd.,530929,,Services,Services,N
Stanpacks (India) Ltd.,530931,,Industrials,Capital Goods,N
Sri Adhikari Brothers Television Ne,530943,,Consumer Discretionary,"Media, Entertainment & Publication",N
RAMINFO LIMITED,530951,,Information Technology,Information Technology,N
Sunil Agro Foods ltd.,530953,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Diana Tea Co.Ltd.,530959,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Vikas EcoTech Limited,530961,VIKASECO,Commodities,Chemicals,Y
Indian Oil Corporation Ltd.,530965,,Energy,"Oil, Gas & Consumable Fuels",N
Alfa Ica (India) Ltd,530973,,Industrials,Capital Goods,N
Shri Keshav Cements and Infra Limited,530977,,Commodities,Construction Materials,N
India Home Loan Limited,530979,,Financial Services,Financial Services,N
Roopa Industries Ltd.,530991,,Healthcare,Healthcare,N
Unique Organics Ltd.,530997,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Balaji Amines Ltd.,530999,,Commodities,Chemicals,N
Swarna Securities Ltd.,531003,,Financial Services,Financial Services,N
Venmax Drugs And Pharmaceuticals Ltd,531015,,Healthcare,Healthcare,N
Arihants Securities ltd.,531017,,Services,Services,N
Visagar Financial Services Ltd,531025,,Financial Services,Financial Services,N
Libord Securities Ltd.,531027,,Financial Services,Financial Services,N
ERAAYA LIFESPACES LIMITED,531035,,Consumer Discretionary,Automobile and Auto Components,N
Competent Automobiles Co. Ltd.,531041,,Consumer Discretionary,Automobile and Auto Components,N
Dhanvantri Jeevan Rekha Ltd.,531043,,Healthcare,Healthcare,N
Neelkanth Rockminerals ltd.,531049,,Commodities,Construction Materials,N
Vintage Securities Ltd.,531051,,Financial Services,Financial Services,N
Oswal Overseas Ltd,531065,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Contil India Limited,531067,,Services,Services,N
Vijay Solvex Ltd.,531069,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Shri Krishna Devcon Limited,531080,,Consumer Discretionary,Realty,N
Alankit Limited,531082,ALANKIT,Services,Services,Y
Nihar Info Global Ltd.,531083,,Information Technology,Information Technology,N
United Credit ltd.,531091,,Financial Services,Financial Services,N
OM INFRA LIMITED,531092,OMINFRAL,Industrials,Construction,Y
Checkpoint Trends Limited,531099,,Healthcare,Healthcare,N
Ishan Dyes and Chemicals Limited,531109,ISHANCH,Commodities,Chemicals,Y
Gothi Plascon (India) Ltd.,531111,,Consumer Discretionary,Consumer Durables,N
BALU FORGE INDUSTRIES LIMITED,531112,BALUFORGE,Industrials,Capital Goods,Y
Ceenik Exports (india) Ltd.,531119,,Consumer Discretionary,Consumer Durables,N
Patel Engineering Ltd,531120,,Industrials,Construction,N
KATI PATANG LIFESTYLE LIMITED,531126,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
MENA MANI INDUSTRIES LIMITED,531127,,Financial Services,Financial Services,N
Inani Marbles & Industries Ltd.,531129,,Commodities,Construction Materials,N
Gemstone Investments Ltd.,531137,,Services,Services,N
El Forge Ltd.,531144,,Consumer Discretionary,Automobile and Auto Components,N
Medicamen Biotech Ltd.,531146,,Healthcare,Healthcare,N
Alicon Castalloy Limited,531147,ALICON,Consumer Discretionary,Automobile and Auto Components,Y
Diligent Industries Limited,531153,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Epsom Properties Limited,531155,,Consumer Discretionary,Realty,N
Alfavision Overseas (India) Ltd.,531156,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Organic Coatings Ltd.,531157,,Commodities,Chemicals,N
Catvision Limited,531158,,Services,Services,N
ABM Knowledgeware Ltd.,531161,,Information Technology,Information Technology,N
Emami Ltd,531162,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Kemistar Corporation Limited,531163,,Commodities,Chemicals,N
Associated Ceramics Ltd.,531168,,Commodities,Construction Materials,N
SKP Securities Ltd.,531169,,Financial Services,Financial Services,N
Syschem (India) Ltd.,531173,,Healthcare,Healthcare,N
Mefcom Capital Markets Ltd.,531176,,Financial Services,Financial Services,N
Hemang Resources Limited,531178,,Services,Services,N
Arman Financial Services Limited,531179,ARMANFIN,Financial Services,Financial Services,Y
Tavernier Resources Limited,531190,,Services,Services,N
Filtron Engineers Ltd.,531191,,Services,Services,N
Glance Finance Ltd.,531199,,Financial Services,Financial Services,N
Shilchar Technologies Ltd.,531201,,Industrials,Capital Goods,N
TRADEWELL HOLDINGS LIMITED,531203,,Services,Services,N
SPRIGHT AGRO LIMITED,531205,,Services,Services,N
Nucleus Software Exports Ltd,531209,,Information Technology,Information Technology,N
Colinz Laboratories ltd.,531210,,Healthcare,Healthcare,N
Nalin Lease Finance Ltd.,531212,,Financial Services,Financial Services,N
Manappuram Finance Limited,531213,MANAPPURAM,Financial Services,Financial Services,Y
RTS Power Corporation Ltd.,531215,,Industrials,Capital Goods,N
Comfort Intech Ltd,531216,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Shyama Computronics and Services Limited,531219,,Healthcare,Healthcare,N
Mayur Floorings Ltd.,531221,,Commodities,Construction Materials,N
Anjani Synthetics Limited,531223,,Consumer Discretionary,Textiles,N
XTGLOBAL INFOTECH LIMITED,531225,XTGLOBAL,Information Technology,Information Technology,Y
Deco-Mica Ltd.,531227,,Commodities,Chemicals,N
Rander Corporation Ltd.,531228,,Financial Services,Financial Services,N
Rasi Electrodes Ltd.,531233,,Industrials,Capital Goods,N
SCOOBEE DAY GARMENTS (INDIA) LIMITED,531234,,Consumer Discretionary,Textiles,N
Citiport Financial Services Ltd.,531235,,Financial Services,Financial Services,N
Dhruva Capital Services Ltd.,531237,,Financial Services,Financial Services,N
Shamrock Industrial Co. Ltd.,531240,,Services,Services,N
LINC LIMITED,531241,LINC,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Y
Prima Industries Ltd.,531246,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
India Gelatine & Chemicals Ltd.,531253,,Commodities,Chemicals,N
Optimus Finance Limited,531254,,Financial Services,Financial Services,N
Paragon Finance Ltd.,531255,,Financial Services,Financial Services,N
Pratiksha Chemicals Ltd.,531257,,Commodities,Chemicals,N
Esha Media Research Limited,531259,,Consumer Discretionary,"Media, Entertainment & Publication",N
Refex Renewables & Infrastructure Limited,531260,,Industrials,Construction,N
Surya Industrial Corporation Ltd.,531262,,Industrials,Capital Goods,N
V.S.T.Tillers Tractors Ltd.,531266,,Industrials,Capital Goods,N
B2B Software Technologies Ltd.,531268,,Information Technology,Information Technology,N
Nikki Global Finance Ltd.,531272,,Financial Services,Financial Services,N
Radhe Developers (India) ltd.,531273,,Consumer Discretionary,Realty,N
Elixir Capital Limited,531278,,Financial Services,Financial Services,N
Trishakti Industries Limited,531279,,Financial Services,Financial Services,N
Pankaj Polymers Ltd.,531280,,Industrials,Capital Goods,N
MARBLE CITY INDIA LIMITED,531281,,Commodities,Construction Materials,N
Cindrella Financial Services Ltd.,531283,,Financial Services,Financial Services,N
ADHATA GLOBAL LIMITED,531286,,Consumer Discretionary,Consumer Durables,N
National Plastic Technologies Ltd,531287,,Industrials,Capital Goods,N
Lead Financial Services  Ltd,531288,,Financial Services,Financial Services,N
National Fittings Limited,531289,,Industrials,Capital Goods,N
Artefact Projects Ltd,531297,,Services,Services,N
Amit International Ltd.,531300,,Consumer Discretionary,Textiles,N
High Street Filatex Limited,531301,,Consumer Discretionary,Textiles,N
Nutech Global Ltd.,531304,,Consumer Discretionary,Textiles,N
DHP India Ltd.,531306,,Energy,"Oil, Gas & Consumable Fuels",N
RRIL LIMITED,531307,,Consumer Discretionary,Textiles,N
Available Finance Ltd.,531310,,Financial Services,Financial Services,N
INTEGRA CAPITAL LIMITED,531314,,Financial Services,Financial Services,N
Maruti Securities Ltd.,531319,,Financial Services,Financial Services,N
SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,531322,HAVISHA,Consumer Discretionary,Consumer Services,Y
JAYATMA INDUSTRIES LIMITED,531323,,Consumer Discretionary,Textiles,N
Roselabs Finance Ltd.,531324,,Financial Services,Financial Services,N
KRETTO SYSCON LIMITED,531328,,Consumer Discretionary,Realty,N
Zydus Wellness Limited,531335,ZYDUSWELL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Y
WinPro Industries Limited,531337,,Consumer Discretionary,"Media, Entertainment & Publication",N
Milestone Global Limited,531338,,Commodities,Construction Materials,N
Bervin Investments And Leasing Ltd.,531340,,Financial Services,Financial Services,N
Gujarat Investa Ltd.,531341,,Financial Services,Financial Services,N
Container Corporation Of India Ltd.,531344,,Services,Services,N
Eastern Treads Ltd.,531346,,Consumer Discretionary,Automobile and Auto Components,N
Panacea Biotec Ltd.,531349,,Healthcare,Healthcare,N
Peeti Securities Ltd.,531352,,Consumer Discretionary,Textiles,N
MERCURY EV-TECH LIMITED,531357,,Consumer Discretionary,Automobile and Auto Components,N
Choice International Ltd,531358,,Financial Services,Financial Services,N
Shriram Asset Management Co.Ltd.,531359,,Financial Services,Financial Services,N
Golechha Global Finance Ltd.,531360,,Services,Services,N
Ekansh Concepts Limited,531364,,Services,Services,N
SPARC ELECTREX LIMITED,531370,,Information Technology,Information Technology,N
The Byke Hospitality    Ltd,531373,,Consumer Discretionary,Consumer Services,N
Centenial Surgical Suture Ltd.,531380,,Healthcare,Healthcare,N
Arihant Foundations & Housing Ltd.,531381,,Consumer Discretionary,Realty,N
Hasti Finance Ltd.,531387,,Financial Services,Financial Services,N
Upsurge Investment And Finance Ltd.,531390,,Financial Services,Financial Services,N
Padam Cotton Yarns Ltd.,531395,,Consumer Discretionary,Textiles,N
Women Networks Ltd.,531396,,Information Technology,Information Technology,N
Polycon International Ltd.,531397,,Industrials,Capital Goods,N
Source Natural Foods & Herbal Suppl Ltd,531398,,Healthcare,Healthcare,N
G.G.Automotive Gears Ltd.,531399,,Consumer Discretionary,Automobile and Auto Components,N
Almondz Global Securities Limited,531400,ALMONDZ,Financial Services,Financial Services,Y
LWS Knitwear Ltd,531402,,Services,Services,N
ANS Limited,531406,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Alchemist Corporation Ltd,531409,,Commodities,Chemicals,N
Tuni Textile Mills Ltd.,531411,,Consumer Discretionary,Textiles,N
Radix Industries (India) Limited,531412,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Kiran Print-Pack Ltd.,531413,,Consumer Discretionary,"Media, Entertainment & Publication",N
Narendra Properties Ltd.,531416,,Consumer Discretionary,Realty,N
Mega Corporation Ltd,531417,,Financial Services,Financial Services,N
Tamil Nadu Newsprint And Papers Ltd,531426,,Commodities,Forest Materials,N
Shakti Pumps (India) Ltd.,531431,,Industrials,Capital Goods,N
Systematix Securities Ltd.,531432,,Financial Services,Financial Services,N
Sungold Capital Ltd.,531433,,Financial Services,Financial Services,N
Saffron Industries Limited,531436,,Commodities,Forest Materials,N
Prakash Woollen & Synthetic Mills Ltd ,531437,,Consumer Discretionary,Textiles,N
AION-TECH SOLUTIONS LIMITED,531439,GOLDTECH,Information Technology,Information Technology,Y
Lyons Corporate Market Ltd.,531441,,Financial Services,Financial Services,N
Vardhman Concrete Limited,531444,,Commodities,Construction Materials,N
GRM Overseas Ltd.,531449,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Mohit Industries Limited,531453,MOHITIND,Consumer Discretionary,Textiles,Y
Polylink Polymers (india) Ltd.,531454,,Commodities,Chemicals,N
Minaxi Textiles Ltd.,531456,,Consumer Discretionary,Textiles,N
Boston Bio Systems Ltd.,531458,,Healthcare,Healthcare,N
Continental Controls Ltd.,531460,,Industrials,Capital Goods,N
Nouveau Global Ventures Limited,531465,,Services,Services,N
Duke Offshore Ltd.,531471,,Energy,"Oil, Gas & Consumable Fuels",N
Cybele  Industries Limited,531472,,Industrials,Capital Goods,N
Filmcity Media Ltd.,531486,,Consumer Discretionary,"Media, Entertainment & Publication",N
Cg-Vak Software & Exports Ltd.,531489,,Information Technology,Information Technology,N
NAVKAR URBANSTRUCTURE LIMITED,531494,NAVKARURB,Industrials,Construction,Y
Blue Coast Hotels Ltd,531495,,Consumer Discretionary,Consumer Services,N
Madhucon Projects Ltd.,531497,,Industrials,Construction,N
Sybly Industries Ltd.,531499,,Consumer Discretionary,Textiles,N
Rajesh Exports Ltd.,531500,,Consumer Discretionary,Consumer Durables,N
Esaar (India) Ltd.,531502,,Services,Services,N
Maris Spinners Ltd.,531503,,Consumer Discretionary,Textiles,N
Shukra Bullions Limited,531506,,Services,Services,N
Eveready Industries India Ltd.,531508,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Step Two Corporation Ltd.,531509,,Financial Services,Financial Services,N
Orient Tradelink Ltd.,531512,,Consumer Discretionary,"Media, Entertainment & Publication",N
VIKAS PROPPANT & GRANITE LTD.,531518,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Desh Rakshak Aushdhalaya Ltd.,531521,,Healthcare,Healthcare,N
Ace Software Exports ltd.,531525,,Information Technology,Information Technology,N
Softrak Venture Investments Ltd.,531529,,Financial Services,Financial Services,N
Hatsun Agro Products Ltd.,531531,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
ACCEDERE LIMITED,531533,,Information Technology,Information Technology,N
Jyothi Infraventures Ltd.,531537,,Services,Services,N
Rishabh Digha Steel And Allied Prod,531539,,Industrials,Capital Goods,N
Maruti Infrastructure Ltd.,531540,,Industrials,Construction,N
KOBO BIOTECH LIMITED,531541,,Commodities,Chemicals,N
Jindal Worldwide Ltd.,531543,,Consumer Discretionary,Textiles,N
Somany Ceramics Limited,531548,SOMANYCERA,Consumer Discretionary,Consumer Durables,Y
Jhaveri Credits & Capital Ltd.,531550,,Financial Services,Financial Services,N
Raghunath Tobacco Co. Ltd.,531552,,Consumer Discretionary,Realty,N
DISHA RESOURCES LIMITED,531553,,Services,Services,N
Coral India Finance And Housing Ltd,531556,,Services,Services,N
Pushpsons Industries Ltd.,531562,,Consumer Discretionary,Textiles,N
Ashutosh Paper Mills Ltd.,531568,,Commodities,Forest Materials,N
Sanjivani Paranteral Ltd.,531569,,Healthcare,Healthcare,N
Vas Infrastructure  Ltd.,531574,,Consumer Discretionary,Realty,N
KMF Builders & Developers Ltd.,531578,,Consumer Discretionary,Realty,N
Beryl Securities Ltd,531582,,Financial Services,Financial Services,N
Rap Media Ltd.,531583,,Consumer Discretionary,Realty,N
Devine Impex Limited,531585,,Services,Services,N
Bampsl Securities Ltd.,531591,,Financial Services,Financial Services,N
GENPHARMASEC LIMITED,531592,,Services,Services,N
Incon Engineers Ltd.,531594,,Industrials,Capital Goods,N
Capri Global Capital Limited,531595,CGCL,Financial Services,Financial Services,Y
Midland Polymers Ltd.,531597,,Commodities,Chemicals,N
FDC Ltd.,531599,,Healthcare,Healthcare,N
GOGIA CAPITAL GROWTH LIMITED,531600,,Financial Services,Financial Services,N
Gorani Industries Ltd.,531608,,Consumer Discretionary,Consumer Durables,N
KG Petrochem Ltd.,531609,,Consumer Discretionary,Textiles,N
UFM Industries Ltd,531610,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Meyer Apparel Limited,531613,,Consumer Discretionary,Consumer Durables,N
Starcom Information Technology Ltd,531616,,Information Technology,Information Technology,N
Country Condo's Ltd,531624,,Consumer Discretionary,Realty,N
Orosil Smiths India Limited,531626,,Consumer Discretionary,Consumer Durables,N
TEJASSVI AAHARAM LIMITED,531628,,Consumer Discretionary,Textiles,N
Lincoln Pharmaceuticals ltd.,531633,,Healthcare,Healthcare,N
Silver Oak (India) Ltd.,531635,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
PRAVEG LIMITED,531637,,Consumer Discretionary,Consumer Services,N
Suraj Ltd.,531638,,Industrials,Capital Goods,N
Suvidha Infraestate Corporation Limited,531640,,Consumer Discretionary,Realty,N
Marico Limited,531642,MARICO,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Y
Tokyo Finance Ltd.,531644,,Financial Services,Financial Services,N
National General Industries Ltd.,531651,,Industrials,Capital Goods,N
Thirdwave Financial Intermediaries,531652,,Financial Services,Financial Services,N
Hittco Tools Ltd.,531661,,Industrials,Capital Goods,N
YUVRAAJ HYGIENE PRODUCTS LTD,531663,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
RR METALMAKERS INDIA LIMITED,531667,,Commodities,Metals & Mining,N
